Address,Subdivision Name,City,Cumulative Days On Market,Days On Market,SqFt,Fireplaces Total,Heating,Year Built,Utilities,Longitude,Latitude,HOA Fee,HOA Fee Frequency,HOA Type,Cooling,County,Covered Spaces,Carport Spaces,Close Date,Close Price,Bath Full,Baths Half,Baths Total,# Dining Areas,# Living Areas,Beds Total,Bath Total,Acres,Current Price
737 Richmond  Drive ,Crestridge Meadows,Lavon,28,28,"1,802",0,Central,2022,"City Sewer, City Water",-96.471084,32.947627,$300,Annually,Mandatory,"Central Air, Electric",Collin,2,0.0,03/30/2022,"$341,990",2,0,2/0,1,0,4,2,0.15,"$341,990"
7924 Cannonwood  Drive ,Summerfields Add,Fort Worth,0,0,"1,672",1,"Central, Electric",1997,"City Sewer, City Water, Curbs",-97.304066,32.885329,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,04/27/2022,"$342,000",2,0,2/0,1,1,3,2,0.149,"$342,000"
5717 Valley Meadow  Drive ,Arbor Valley,Arlington,5,5,"1,814",1,"Central, Natural Gas",1974,"All Weather Road, City Sewer, City Water, Curbs",-97.195272,32.698821,,,None,"Central Air, Electric",Tarrant,2,0.0,04/25/2022,"$342,000",2,0,2/0,1,1,3,2,0.193,"$342,000"
2259 Vance  Drive ,Travis Ranch Ph 2g,Forney,4,4,"2,095",0,Electric,2019,"City Sewer, City Water",-96.480173,32.787035,$360,Annually,Mandatory,Electric,Kaufman,2,0.0,05/02/2022,"$342,000",2,0,2/0,2,1,4,2,0.131,"$342,000"
2088 Bronco  Lane ,West Bursey Ranch Add,Keller,7,7,"1,739",1,Electric,1987,"City Sewer, City Water",-97.25171,32.896119,,,None,"Ceiling Fan(s), Central Air",Tarrant,2,0.0,05/10/2022,"$342,000",2,0,2/0,1,2,3,2,0.111,"$342,000"
3427 Red Mine  Lane ,Cimmaron Estates,Grand Prairie,3,3,"1,609",1,"Central, Electric",2002,"City Sewer, City Water, Curbs, Sidewalk",-97.036199,32.687419,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,0,0.0,04/05/2022,"$342,500",2,0,2/0,1,1,3,2,0.158,"$342,500"
2501 Collins  Boulevard ,Shiloh Spgs 02,Garland,3,3,"1,404",1,"Central, Electric",1984,"City Sewer, City Water, Concrete, Curbs, Sidewalk",-96.665553,32.968445,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/13/2022,"$342,500",2,0,2/0,1,1,3,2,0.157,"$342,500"
3825 Brandywine  Lane ,Mc Pherson Ranch,Fort Worth,7,7,"1,458",1,"Central, Natural Gas",2004,"City Sewer, City Water, Co-op Electric, Concrete, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk, Underground Utilities",-97.278135,32.957808,$460,Annually,Mandatory,"Central Air, Electric",Tarrant,2,0.0,04/28/2022,"$343,000",2,0,2/0,1,1,3,2,0.126,"$343,000"
3304 Manzanilla  Lane ,Heartland Prcl 7 Ph 9b,Heartland,34,34,"1,671",1,"Central, Electric, Fireplace(s)",2018,"MUD Sewer, MUD Water",-96.455049,32.679439,$250,Semi-Annual,Mandatory,"Central Air, Electric",Kaufman,2,0.0,05/10/2022,"$343,000",2,0,2/0,1,1,3,2,0.177,"$343,000"
6406 Peach Tree  Court ,Meadows At Longbranch Ph 2 A-B,Midlothian,5,5,"2,072",0,"Central, Electric",2006,"Cable Available, City Sewer, City Water",-96.912845,32.4881,$210,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Ellis,2,0.0,05/04/2022,"$343,000",2,0,2/0,2,1,4,2,0.207,"$343,000"
3611 Willow Creek  Drive ,Willow Creek Estate,Midlothian,5,5,"1,670",1,"Central, Electric, Fireplace(s), Heat Pump",1986,"Asphalt, Co-op Water, Septic",-96.949255,32.456373,,,None,"Ceiling Fan(s), Central Air, Electric, Heat Pump",Ellis,4,2.0,05/05/2022,"$343,000",2,0,2/0,1,1,3,2,0.68,"$343,000"
2011  S Meadow Way  Circle ,Meadow Creek Add,Arlington,4,4,"1,678",1,"Central, Electric",1972,"All Weather Road, City Sewer, City Water, Curbs, Individual Water Meter",-97.142497,32.681264,,,None,"Central Air, Electric",Tarrant,2,0.0,04/26/2022,"$343,000",2,0,2/0,2,1,3,2,0.209,"$343,000"
4319 Cat Tail  Way ,Windmill Farms Ph 3b,Forney,5,5,"1,685",0,Central,2019,"Cable Available, City Sewer, City Water, Electricity Available",-96.414507,32.752971,$495,Annually,Mandatory,"Ceiling Fan(s), Central Air",Kaufman,0,0.0,05/05/2022,"$343,000",2,0,2/0,1,1,3,2,0.138,"$343,000"
3933 Rochelle  Lane ,Heartland Ph 11,Forney,4,4,"1,561",0,Electric,2020,"Asphalt, Cable Available, City Sewer, City Water, Community Mailbox, Curbs, Individual Gas Meter, Individual Water Meter, Sewer Available, Sidewalk",-96.446595,32.672034,$500,Annually,Mandatory,Central Air,Kaufman,1,0.0,05/11/2022,"$343,000",2,0,2/0,2,1,3,2,0.119,"$343,000"
3347 Shining Light  Drive ,Light Pointe Place Add Ph II,Dallas,6,6,"1,987",1,"Central, Electric",2012,"Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Water Meter, Sidewalk, Underground Utilities",-96.676627,32.804049,,,None,"Central Air, Electric",Dallas,2,0.0,05/16/2022,"$343,347",2,0,2/0,1,1,4,2,0.109,"$343,347"
927 Silver Sage  Drive ,Creek Hollow Ph 2,Wylie,3,3,"1,624",1,Electric,2005,"City Sewer, City Water, Curbs, Sidewalk",-96.558848,33.012538,$85,Quarterly,Mandatory,"Ceiling Fan(s), Central Air",Collin,2,0.0,04/12/2022,"$343,500",2,0,2/0,1,1,3,2,0.18,"$343,500"
1831 Kings Cross  Drive ,Wellington Park North Ph 02a,Lancaster,5,5,"1,994",0,Central,2005,"City Sewer, City Water",-96.789884,32.612966,$65,Annually,Mandatory,Central Air,Dallas,2,0.0,05/02/2022,"$344,000",2,0,2/0,1,1,3,2,0.483,"$344,000"
1912 Parkside ,Tribute At Mills Branch Ph 1a,Lancaster,8,8,"1,900",1,"Central, Electric, Zoned",2017,"Alley, City Sewer, City Water, Concrete, Curbs, Sidewalk, Underground Utilities",-96.792807,32.591316,$75,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Dallas,2,0.0,05/12/2022,"$344,000",2,1,2/1,1,2,3,3,0.103,"$344,000"
3010 Wren  Lane ,Mockingbird Estates Ph III,Midlothian,4,4,"1,695",1,Central,2007,City Sewer,-96.957931,32.492704,,,None,Central Air,Ellis,2,0.0,05/04/2022,"$344,000",2,0,2/0,1,1,3,2,0.173,"$344,000"
9420 Goldenview  Drive ,Heritage Glen Add,Fort Worth,8,8,"1,631",0,"Central, Natural Gas",2004,"City Sewer, City Water",-97.297597,32.911464,$203,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,04/29/2022,"$344,000",2,0,2/0,1,1,3,2,0.126,"$344,000"
1609  N College  Street ,College Add,McKinney,33,33,"1,352",0,Central,1995,"City Sewer, City Water",-96.620639,33.212856,,,None,Central Air,Collin,0,0.0,05/18/2022,"$344,900",1,1,1/1,1,1,4,2,0.18,"$344,900"
143 Redbud  Drive ,Mustang Creek Ph 1a,Forney,13,13,"1,740",1,"Central, Fireplace(s)",2002,"City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.457138,32.760227,$125,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Kaufman,0,0.0,05/10/2022,"$344,999",2,0,2/0,2,1,3,2,0.195,"$344,999"
5152 Grayson Ridge  Drive ,Terrace Lndg,Fort Worth,17,17,"1,792",0,Natural Gas,2017,"City Sewer, City Water",-97.383668,32.837863,$350,Annually,Mandatory,Central Air,Tarrant,2,0.0,05/25/2022,"$345,000",2,0,2/0,1,1,4,2,0.153,"$345,000"
2653 Steppington  Street ,Oak Hollow Grand Prairie,Grand Prairie,4,4,"1,946",1,"Central, Electric",1984,"City Sewer, City Water",-97.045894,32.663668,,,None,"Central Air, Electric",Tarrant,2,0.0,04/14/2022,"$345,000",2,1,2/1,1,2,3,3,0.165,"$345,000"
5120 Laurel  Lane ,Richland Terrace Add,North Richland Hills,6,6,"1,618",1,"Central, Fireplace(s), Natural Gas",1964,"Asphalt, Cable Available, City Sewer, City Water, Curbs, Electricity Connected, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Overhead Utilities, Phone Available, Underground Utilities",-97.226545,32.840235,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/02/2022,"$345,000",2,0,2/0,1,1,3,2,0.232,"$345,000"
6717 Canyon Creek  Drive ,Eden Road Estates,Arlington,2,2,"1,757",1,Electric,1995,"City Sewer, City Water, Concrete, Curbs, Sidewalk, Underground Utilities",-97.124228,32.63583,,,None,"Ceiling Fan(s), Central Air",Tarrant,2,0.0,04/13/2022,"$345,000",2,0,2/0,1,1,4,2,0.171,"$345,000"
1332 Marble Canyon  Drive ,Meadowbrook Estates,DeSoto,6,6,"2,752",1,Central,1979,"City Sewer, City Water",-96.865842,32.613667,,,None,Central Air,Dallas,2,0.0,04/25/2022,"$345,000",3,0,3/0,1,2,4,3,0.255,"$345,000"
941 Decker  Drive ,Woodcreek,Fate,4,4,"1,800",0,"Central, Electric",2018,"City Sewer, City Water, Sidewalk, Underground Utilities",-96.373066,32.955163,$564,Annually,Mandatory,"Central Air, Electric",Rockwall,2,0.0,04/20/2022,"$345,000",2,0,2/0,1,1,4,2,0.132,"$345,000"
2033 Samantha  Lane ,Heartland Tr A Ph 3a,Heartland,3,3,"2,480",1,Central,2011,"Co-op Electric, MUD Sewer, MUD Water",-96.456743,32.692888,$271,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air, Electric",Kaufman,2,0.0,05/12/2022,"$345,000",3,0,3/0,1,2,4,3,0.152,"$345,000"
7708 Summerbrook  Circle ,Summerbrook Add,Fort Worth,5,5,"1,939",1,Central,2000,"City Sewer, City Water, Curbs, Individual Gas Meter, Sidewalk",-97.286978,32.878296,,,None,Central Air,Tarrant,2,0.0,05/06/2022,"$345,000",2,0,2/0,2,1,3,2,0.115,"$345,000"
3808 Marys Creek  Drive ,Russ Lo Valley Add,Benbrook,17,17,"1,760",1,"Central, Natural Gas",1961,"Cable Available, City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter, Underground Utilities",-97.46768,32.716208,,,None,"Central Air, Electric",Tarrant,2,0.0,05/18/2022,"$345,000",2,0,2/0,2,2,3,2,0.242,"$345,000"
1412 Arborvitae  Avenue ,Kings Garden,Dallas,27,27,"1,643",1,"Central, Zoned",1946,"Cable Available, City Sewer, City Water",-96.823468,32.730038,,,None,"Ceiling Fan(s), Central Air",Dallas,1,1.0,04/08/2022,"$345,000",2,0,2/0,1,1,4,2,0.165,"$345,000"
6601 Meadow Glen  Drive ,Meadows At Longbranch,Midlothian,4,4,"1,876",1,Electric,2003,"City Sewer, City Water, Co-op Electric",-96.910984,32.488411,$210,Annually,Mandatory,"Ceiling Fan(s), Electric",Ellis,2,0.0,05/05/2022,"$345,000",2,0,2/0,1,2,3,2,0.232,"$345,000"
729 Highland Crest  Drive ,Prestonwood Estates,Hurst,7,7,"2,048",1,"Central, Electric",1980,"Cable Available, City Sewer, City Water",-97.184524,32.873483,,,None,"Central Air, Electric",Tarrant,2,0.0,05/03/2022,"$345,000",2,0,2/0,1,1,3,2,0.202,"$345,000"
6112 Glacier  Court ,Northwest Park,Mesquite,4,4,"1,452",1,"Central, Electric",1980,"All Weather Road, Alley, City Sewer, City Water, Curbs",-96.624933,32.846187,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/17/2022,"$345,000",2,0,2/0,1,1,3,2,0.132,"$345,000"
211 Armstrong  Drive ,Waterford Oaks Ph 03 Rep,Cedar Hill,4,4,"2,334",1,"Central, Natural Gas",1995,"City Sewer, City Water",-96.92283,32.595754,,,None,"Central Air, Gas",Dallas,2,0.0,04/27/2022,"$345,000",2,1,2/1,1,2,4,3,0.168,"$345,000"
2706 Loraine  Street ,Rosen Heights Second Filing,Fort Worth,4,4,"1,700",0,Heat Pump,2022,"City Sewer, City Water",-97.375499,32.800229,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,04/25/2022,"$345,000",2,0,2/0,1,1,3,2,0.161,"$345,000"
5429 Barcelona  Drive ,La Prada 01,Garland,13,13,"2,187",1,Central,1979,"All Weather Road, Alley, Cable Available, City Sewer, City Water, Curbs, Sidewalk",-96.62763,32.850154,,,None,"Ceiling Fan(s), Central Air",Dallas,3,2.0,05/13/2022,"$345,000",2,0,2/0,1,2,4,2,0.196,"$345,000"
2361 San Marcos  Drive ,Travis Ranch Ph 2c,Forney,5,5,"2,178",0,"Central, Natural Gas",2017,"Co-op Electric, MUD Sewer, MUD Water",-96.480075,32.79159,$360,Annually,Mandatory,"Central Air, Electric",Kaufman,2,0.0,05/12/2022,"$345,000",2,0,2/0,1,1,5,2,0.134,"$345,000"
2316 Abbington  Lane ,Oak Hollow Ph 07,Grand Prairie,5,5,"1,871",1,"Central, Heat Pump",1985,"City Sewer, City Water",-97.033416,32.668014,,,None,Central Air,Dallas,2,0.0,04/29/2022,"$345,000",2,0,2/0,2,1,3,2,0.202,"$345,000"
4534 Beaus  Way ,Hills Westlake,Garland,8,8,"1,765",1,"Central, Electric, Other",1985,"City Sewer, City Water, Individual Gas Meter, Individual Water Meter",-96.56238,32.842137,,,None,"Central Air, Electric",Dallas,3,2.0,05/09/2022,"$345,000",2,0,2/0,1,2,3,2,0.171,"$345,000"
1011 Sleepy Hollow  Drive  N ,Sleepy Hollow 01,Irving,-9,-9,"1,801",0,Central,1961,"All Weather Road, Asphalt, City Sewer, City Water",-96.958281,32.826341,,,None,"Attic Fan, Ceiling Fan(s), Central Air",Dallas,2,0.0,05/23/2022,"$345,000",2,0,2/0,1,1,4,2,0.22,"$345,000"
612 Rock Brook  Drive ,Deerfield Heights Ph 1,Forney,4,4,"1,520",1,Electric,2003,"City Sewer, City Water",-96.453607,32.764282,$250,Annually,Mandatory,Electric,Kaufman,2,0.0,04/29/2022,"$345,000",2,0,2/0,1,1,3,2,0.189,"$345,000"
8309 Trickham  Bend ,Bar C Ranch,Fort Worth,11,11,"1,982",0,"Central, Electric",2016,"City Sewer, City Water",-97.371502,32.891371,$220,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/05/2022,"$345,000",2,0,2/0,1,2,3,2,0.152,"$345,000"
8521 Cactus Patch  Way ,Lasater Add,Fort Worth,5,5,"1,879",0,Natural Gas,2009,"City Sewer, City Water, Concrete, Curbs, Sidewalk",-97.333434,32.89227,$100,Quarterly,Mandatory,Electric,Tarrant,2,0.0,04/29/2022,"$345,000",2,0,2/0,1,2,3,2,0.14,"$345,000"
4828 Ashton  Avenue ,Huntington Village Ph III Add,Fort Worth,3,3,"1,844",1,"Central, Electric",1988,"City Sewer, City Water, Concrete, Curbs, Individual Water Meter, Sidewalk, Underground Utilities",-97.279568,32.864494,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/09/2022,"$345,000",2,0,2/0,2,2,3,2,0.12,"$345,000"
3121 Fieldview  Drive ,East Park Village 01,Garland,18,18,"2,174",1,Central,1976,Cable Available,-96.679862,32.947409,,,None,Central Air,Dallas,2,0.0,05/13/2022,"$345,000",2,0,2/0,2,2,4,2,0.162,"$345,000"
630 Delta Downs  Drive ,Seagoville,Seagoville,10,10,"1,707",0,"Central, Electric",2021,"City Sewer, City Water, Curbs, Sidewalk",-96.542114,32.604568,$336,Annually,Mandatory,"Central Air, Electric",Dallas,2,2.0,05/16/2022,"$345,000",2,1,2/1,1,1,3,3,0.25,"$345,000"
5614 Trails Edge  Drive ,Overland Stage Estates,Arlington,15,15,"1,712",1,"Central, ENERGY STAR Qualified Equipment",1978,"City Sewer, Electricity Available, Electricity Connected, Individual Gas Meter, Individual Water Meter",-97.191768,32.667378,,,None,Ceiling Fan(s),Tarrant,0,0.0,05/16/2022,"$345,000",2,0,2/0,1,1,4,2,0.176,"$345,000"
4003 Blossom  Drive ,Park Lake Estates,Sachse,23,23,"2,017",1,"Central, Natural Gas",1986,"City Sewer, City Water, Concrete, Curbs, Electricity Available, Electricity Connected, Individual Gas Meter, Individual Water Meter, Natural Gas Available",-96.585133,32.970948,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/25/2022,"$345,000",3,0,3/0,2,2,3,3,0.232,"$345,000"
4537 Palos Verdes  Drive ,Palos Verdes Estates,Mesquite,6,6,"1,911",1,"Central, Electric",2004,"City Sewer, City Water",-96.611001,32.827472,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/13/2022,"$345,000",2,0,2/0,1,2,4,2,0.209,"$345,000"
721 Oteca  Drive ,Fern Heights Add Rep,DeSoto,18,18,"2,552",1,Heat Pump,1994,"All Weather Road, Asphalt, City Sewer, City Water, Curbs, Electricity Connected, Sidewalk",-96.841003,32.567228,,,None,"Central Air, Electric",Dallas,4,2.0,05/03/2022,"$345,000",2,1,2/1,1,1,4,3,0.175,"$345,000"
6068 Arabian  Avenue ,Remington Point Add,Fort Worth,4,4,"1,945",1,"Central, Electric",2001,"City Sewer, City Water, Individual Gas Meter",-97.379647,32.84659,$182,Semi-Annual,Mandatory,"Central Air, Gas",Tarrant,2,0.0,05/09/2022,"$345,000",2,1,2/1,1,2,3,3,0.126,"$345,000"
105 Ridgegate  Drive ,Glenbrook Meadows 07,Garland,9,9,"1,657",1,"Central, Natural Gas",1983,"City Sewer, City Water, Concrete",-96.628827,32.946267,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/20/2022,"$345,000",2,0,2/0,1,1,3,2,0.207,"$345,000"
210 Magnolia  Street ,Tara Farms 3,Anna,6,6,"1,628",1,"Central, Electric",2002,"City Sewer, City Water",-96.559038,33.378876,,,None,"Central Air, Electric",Collin,2,0.0,05/20/2022,"$345,000",2,0,2/0,0,1,3,2,0.19,"$345,000"
1414 Exeter  Avenue ,Bellevue,Dallas,5,5,"1,796",0,Central,2017,"City Sewer, City Water",-96.803621,32.693872,,,None,"Ceiling Fan(s), Central Air",Dallas,2,0.0,05/25/2022,"$345,000",3,0,3/0,1,1,5,3,0.218,"$345,000"
9312 Gabriella  Drive ,Sunview Add,White Settlement,6,6,"1,593",1,"Central, Electric, Fireplace(s)",2012,"City Sewer, City Water, Concrete, Curbs, Electricity Available, Individual Water Meter, Overhead Utilities",-97.476108,32.742514,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/18/2022,"$345,000",2,0,2/0,1,1,3,2,0.172,"$345,000"
3129 Chippewa  Trail ,Indian Oaks Sub,Lake Worth,0,0,"1,752",0,Central,2021,City Water,-97.45,32.80323,,,None,Central Air,Tarrant,0,0.0,04/26/2022,"$345,000",2,0,2/0,1,1,4,2,0.2,"$345,000"
1705 Bobbie  Lane ,Virginia Park 01,Garland,3,3,"1,680",1,Central,1972,"Alley, Cable Available, City Sewer, City Water, Electricity Available, Electricity Connected, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Sidewalk",-96.679769,32.928964,,,None,"Ceiling Fan(s), Central Air",Dallas,2,0.0,05/18/2022,"$345,000",3,0,3/0,1,1,4,3,0.193,"$345,000"
1604 Brookhaven  Circle ,Bell Manor West,Bedford,4,4,"2,240",1,"Central, Electric",1977,"Cable Available, City Sewer, City Water",-97.142682,32.828986,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/16/2022,"$345,150",3,0,3/0,1,1,4,3,0.17,"$345,150"
1084 Old Oaks  Drive ,Fieldcrest,Forney,69,10,"2,082",0,"Central, Electric",2022,"MUD Sewer, MUD Water",-96.485857,32.772726,$550,Annually,Mandatory,"Central Air, Electric",Kaufman,2,0.0,05/06/2022,"$345,550",2,1,2/1,1,1,4,3,0.1,"$345,550"
621 Hummingbird  Trail ,Deer Creek Estates,Crowley,5,5,"1,897",0,Electric,2014,"Cable Available, City Sewer, City Water, Concrete, Curbs, Individual Water Meter, Sidewalk",-97.35358,32.55546,$160,Quarterly,Mandatory,Electric,Tarrant,0,0.0,04/22/2022,"$346,000",2,0,2/0,2,1,3,2,0.193,"$346,000"
437 Shadowcrest  Lane ,Willowood 01,Coppell,4,4,"1,484",1,"Central, Electric, Fireplace(s)",1979,"Alley, Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Water Meter, Phone Available, Sidewalk, Underground Utilities",-96.982958,32.963776,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,04/28/2022,"$346,000",2,0,2/0,2,1,2,2,0.16,"$346,000"
2916 Chancellor  Drive ,Royal Oaks,Plano,4,4,"1,532",1,"Central, Electric, Fireplace(s)",1979,"Alley, City Sewer, City Water, Concrete, Curbs, Sidewalk",-96.673491,33.036032,,,None,"Ceiling Fan(s), Central Air, Electric",Collin,4,2.0,04/25/2022,"$346,000",2,0,2/0,1,2,3,2,0.23,"$346,000"
7031 Rovato  Drive ,Eden Gardens Add,Arlington,5,5,"1,575",1,Electric,1999,"City Sewer, City Water, Concrete, Curbs, Dirt, Individual Water Meter",-97.120976,32.630623,,,None,Electric,Tarrant,0,2.0,05/09/2022,"$346,000",2,0,2/0,1,2,3,2,0.118,"$346,000"
7804 Pebblebrook  Drive ,Foster Village Add,Watauga,4,4,"1,350",1,"Central, Electric",1983,"City Sewer, City Water, Sidewalk",-97.240668,32.884085,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/06/2022,"$346,000",2,0,2/0,1,1,3,2,0.182,"$346,000"
2821 Houston Wood  Drive ,Villages Of Woodland Spgs W,Fort Worth,3,3,"1,464",0,"Central, Natural Gas",2012,"City Sewer, City Water",-97.300632,32.952281,$235,Semi-Annual,Mandatory,"Central Air, Electric",Tarrant,2,0.0,05/13/2022,"$346,000",2,0,2/0,1,1,3,2,0.11,"$346,000"
2649 Austin  Drive ,Creek Crossing Estates,Mesquite,4,4,"1,848",1,"Central, Electric",1990,"City Sewer, City Water",-96.552764,32.74627,,,None,Central Air,Dallas,0,0.0,04/15/2022,"$346,500",2,0,2/0,2,2,3,2,0.179,"$346,500"
526 Windsor  Drive ,Windridge 2,Allen,5,5,"1,380",1,"Central, Electric",1977,"City Sewer, City Water, Curbs, Individual Gas Meter, Sidewalk",-96.671806,33.08057,,,None,"Ceiling Fan(s), Central Air",Collin,1,0.0,05/13/2022,"$346,700",2,0,2/0,0,1,3,2,0.15,"$346,700"
3728 Glenmont  Drive ,South Hills Add,Fort Worth,4,4,"1,697",1,"Central, Electric, Fireplace(s)",1967,"City Sewer, City Water, Curbs, Electricity Connected, Individual Gas Meter, Individual Water Meter, Sidewalk",-97.372575,32.66229,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,2,0.0,05/23/2022,"$346,750",2,0,2/0,2,2,3,2,0.244,"$346,750"
1000 Kelsey  Court ,Windmill Farms,Forney,36,36,"1,830",1,Natural Gas,2002,"City Sewer, City Water",-96.405589,32.745866,$495,Annually,Mandatory,Central Air,Kaufman,2,0.0,05/18/2022,"$347,000",2,0,2/0,1,1,4,2,0.23,"$347,000"
125 Meadow Ridge  Drive ,Meadow Ridge Estates Ph One,Anna,3,3,"1,423",1,"Central, Electric",2004,"City Sewer, City Water, Curbs, Sidewalk",-96.552676,33.369417,,,None,"Ceiling Fan(s), Central Air, Electric",Collin,2,0.0,04/25/2022,"$347,000",2,0,2/0,1,1,3,2,0.18,"$347,000"
1313 Basswood  Lane ,Verandah,Royse City,6,6,"2,064",0,Heat Pump,2018,"Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Connected, Sidewalk, Underground Utilities",-96.280868,32.989072,$518,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Hunt,2,0.0,05/06/2022,"$347,000",2,0,2/0,1,1,4,2,0.145,"$347,000"
233 Niagara Falls  Drive ,Falls Ph 2,Anna,12,12,"1,843",1,Central,2005,"City Sewer, City Water",-96.572393,33.349801,$180,Semi-Annual,Mandatory,Central Air,Collin,2,0.0,05/12/2022,"$347,178",2,0,2/0,2,1,3,2,0.15,"$347,178"
3000 Trinchera  Street ,Windmill Farms,Forney,7,7,"1,711",1,Central,2020,Alley,-96.402237,32.764825,$495,Annually,Mandatory,Central Air,Kaufman,2,0.0,04/28/2022,"$347,200",2,0,2/0,1,1,3,2,0.274,"$347,200"
5909 Trout  Drive ,Marine Creek Ranch Add,Fort Worth,7,7,"1,643",1,Central,2016,"Cable Available, City Sewer, City Water, Electricity Available, Individual Gas Meter, Individual Water Meter, Sewer Available, Sidewalk, Underground Utilities",-97.416609,32.84189,$180,Semi-Annual,Mandatory,Central Air,Tarrant,2,0.0,04/08/2022,"$347,500",2,0,2/0,2,1,3,2,0.123,"$347,500"
7506 Patsy  Court ,Lake Park Estates,Arlington,0,0,"2,006",1,"Central, Electric, Fireplace(s)",2001,"Cable Available, City Sewer, City Water",-97.226737,32.669891,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,0,0.0,05/16/2022,"$347,506",2,0,2/0,2,2,3,2,0.201,"$347,506"
414 Los Santos  Drive ,La Prada 02,Garland,9,9,"2,289",2,Central,1976,"City Sewer, City Water",-96.627106,32.8587,,,None,Central Air,Dallas,2,0.0,05/19/2022,"$347,900",2,0,2/0,2,2,3,2,0.193,"$347,900"
112 Horseshoe Bend ,Garden Valley Ranch,Waxahachie,28,28,"2,090",1,"Central, Electric",2007,"City Sewer, City Water",-96.80743,32.408185,$215,Semi-Annual,Mandatory,"Central Air, Electric",Ellis,2,2.0,04/21/2022,"$348,250",2,0,2/0,1,1,4,2,0.163,"$348,250"
